Title,id,Samling,Nr,Titel,Dato,Date,doc_id,Name,Year,Parti,Period,.groups
Bertel Haarder,20201_M1_referat,20201,1,"Referat af møde 1 den 6. oktober, 2020 kl. 12.00",06-10-2020,2020-10-06T11:58:00Z,1,Bertel Haarder,2020,Venstre,2019-,1
Torsten Gejl,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T19:25:00Z,10,Torsten Gejl,2020,Alternativet,2019-,1
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:23:00Z,1000,Jesper Petersen,2020,Socialdemokratiet,2019-,1
Sikandar Siddique,20201_M2_referat,20201,2,"Referat af møde 2 den 7. oktober, 2020 kl. 13.00",07-10-2020,2020-10-07T13:04:00Z,1001,Sikandar Siddique,2020,Alternativet,2019-,1
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T19:59:00Z,1002,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,1
Henrik Dahl,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:00:00Z,1003,Henrik Dahl,2020,Liberal Alliance,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:01:00Z,1004,Jens Rohde,2020,Radikale Venstre,2019-,1
Simon Kollerup,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:01:00Z,1005,Simon Kollerup,2020,Socialdemokratiet,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:05:00Z,1006,Jens Rohde,2020,Radikale Venstre,2019-,1
Hans Kristian Skibby,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:05:00Z,1007,Hans Kristian Skibby,2020,NA,NA,1
Simon Kollerup,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:06:00Z,1009,Simon Kollerup,2020,Socialdemokratiet,2019-,1
Christoffer Aagaard Melson,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:19:00Z,101,Christoffer Aagaard Melson,2020,Venstre,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:07:00Z,1010,Jens Rohde,2020,Radikale Venstre,2019-,1
Hans Kristian Skibby,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:07:00Z,1011,Hans Kristian Skibby,2020,NA,NA,1
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:23:00Z,1012,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,1
Simon Kollerup,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:08:00Z,1014,Simon Kollerup,2020,Socialdemokratiet,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:09:00Z,1015,Jens Rohde,2020,Radikale Venstre,2019-,1
Rasmus Horn Langhoff,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:10:00Z,1016,Rasmus Horn Langhoff,2020,Socialdemokratiet,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:13:00Z,1017,Jens Rohde,2020,Radikale Venstre,2019-,1
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:13:00Z,1018,Liselott Blixt,2020,Dansk Folkeparti,2019-,1
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:19:00Z,102,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,1
Rasmus Horn Langhoff,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:13:00Z,1020,Rasmus Horn Langhoff,2020,Socialdemokratiet,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:15:00Z,1021,Jens Rohde,2020,Radikale Venstre,2019-,1
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:15:00Z,1022,Liselott Blixt,2020,Dansk Folkeparti,2019-,1
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:24:00Z,1023,Jesper Petersen,2020,Socialdemokratiet,2019-,1
Rasmus Horn Langhoff,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:15:00Z,1025,Rasmus Horn Langhoff,2020,Socialdemokratiet,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:16:00Z,1026,Jens Rohde,2020,Radikale Venstre,2019-,1
Rasmus Horn Langhoff,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:16:00Z,1027,Rasmus Horn Langhoff,2020,Socialdemokratiet,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:17:00Z,1028,Jens Rohde,2020,Radikale Venstre,2019-,1
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:17:00Z,1029,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,1
Aki-Matilda Høegh-Dam,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:19:00Z,103,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,1
Rasmus Horn Langhoff,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:18:00Z,1031,Rasmus Horn Langhoff,2020,Socialdemokratiet,2019-,1
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:19:00Z,1032,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,1
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:19:00Z,1033,Jens Rohde,2020,Radikale Venstre,2019-,1
Signe Munk,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:26:00Z,1034,Signe Munk,2020,Socialistisk Folkeparti,2019-,1
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:19:00Z,1036,Martin Geertsen,2020,Venstre,2019-,1
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:25:00Z,1037,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,1
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:25:00Z,1039,Martin Geertsen,2020,Venstre,2019-,1
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:20:00Z,104,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:26:00Z,1040,Jens Rohde,2020,Radikale Venstre,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:26:00Z,1041,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:26:00Z,1042,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,2
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:26:00Z,1043,Martin Geertsen,2020,Venstre,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:27:00Z,1044,Jens Rohde,2020,Radikale Venstre,2019-,2
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:26:00Z,1045,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,2
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:27:00Z,1046,Martin Geertsen,2020,Venstre,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:28:00Z,1047,Jens Rohde,2020,Radikale Venstre,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:30:00Z,1048,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Kristian Hegaard,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:20:00Z,105,Kristian Hegaard,2020,Radikale Venstre,2019-,2
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:30:00Z,1050,Martin Geertsen,2020,Venstre,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:31:00Z,1051,Jens Rohde,2020,Radikale Venstre,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:31:00Z,1052,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:37:00Z,1053,Karen Ellemann,2020,Venstre,2019-,2
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:37:00Z,1054,Stinus Lindgreen,2020,Radikale Venstre,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:37:00Z,1055,Karen Ellemann,2020,Venstre,2019-,2
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:26:00Z,1056,Jesper Petersen,2020,Socialdemokratiet,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:41:00Z,1057,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:41:00Z,1059,Stinus Lindgreen,2020,Radikale Venstre,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:42:00Z,1060,Karen Ellemann,2020,Venstre,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:42:00Z,1061,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:43:00Z,1063,Stinus Lindgreen,2020,Radikale Venstre,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:43:00Z,1064,Karen Ellemann,2020,Venstre,2019-,2
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:43:00Z,1065,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,2
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:27:00Z,1067,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,2
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:44:00Z,1068,Stinus Lindgreen,2020,Radikale Venstre,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:44:00Z,1069,Karen Ellemann,2020,Venstre,2019-,2
Aki-Matilda Høegh-Dam,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:21:00Z,107,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,2
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:44:00Z,1070,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,2
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:45:00Z,1072,Stinus Lindgreen,2020,Radikale Venstre,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:45:00Z,1073,Karen Ellemann,2020,Venstre,2019-,2
Kirsten Normann Andersen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:46:00Z,1074,Kirsten Normann Andersen,2020,Socialistisk Folkeparti,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:48:00Z,1075,Karen Ellemann,2020,Venstre,2019-,2
Peder Hvelplund,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:48:00Z,1076,Peder Hvelplund,2020,Enhedslisten,2019-,2
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:52:00Z,1077,Karen Ellemann,2020,Venstre,2019-,2
Søren Pape Poulsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:27:00Z,1078,Søren Pape Poulsen,2020,Det Konservative Folkeparti,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:52:00Z,1079,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Kristian Hegaard,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:22:00Z,108,Kristian Hegaard,2020,Radikale Venstre,2019-,2
Peder Hvelplund,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:54:00Z,1081,Peder Hvelplund,2020,Enhedslisten,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:55:00Z,1082,Karen Ellemann,2020,Venstre,2019-,3
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:55:00Z,1083,Liselott Blixt,2020,Dansk Folkeparti,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:55:00Z,1084,Karen Ellemann,2020,Venstre,2019-,3
Peder Hvelplund,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:55:00Z,1085,Peder Hvelplund,2020,Enhedslisten,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:56:00Z,1086,Karen Ellemann,2020,Venstre,2019-,3
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:56:00Z,1087,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,3
Peder Hvelplund,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:57:00Z,1088,Peder Hvelplund,2020,Enhedslisten,2019-,3
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:28:00Z,1089,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,3
Aki-Matilda Høegh-Dam,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:22:00Z,109,Aki-Matilda Høegh-Dam,2020,x - Siumut,2019-,3
Peder Hvelplund,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:58:00Z,1091,Peder Hvelplund,2020,Enhedslisten,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:58:00Z,1092,Karen Ellemann,2020,Venstre,2019-,3
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:58:00Z,1093,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:58:00Z,1094,Karen Ellemann,2020,Venstre,2019-,3
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:59:00Z,1095,Stinus Lindgreen,2020,Radikale Venstre,2019-,3
Peder Hvelplund,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T20:59:00Z,1097,Peder Hvelplund,2020,Enhedslisten,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:00:00Z,1098,Karen Ellemann,2020,Venstre,2019-,3
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:00:00Z,1099,Per Larsen,2020,Det Konservative Folkeparti,2019-,3
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T19:25:00Z,11,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,3
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:22:00Z,110,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,3
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:28:00Z,1100,Jesper Petersen,2020,Socialdemokratiet,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:03:00Z,1101,Karen Ellemann,2020,Venstre,2019-,3
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:03:00Z,1102,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,3
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:03:00Z,1103,Liselott Blixt,2020,Dansk Folkeparti,2019-,3
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:04:00Z,1105,Per Larsen,2020,Det Konservative Folkeparti,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:04:00Z,1106,Karen Ellemann,2020,Venstre,2019-,3
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:04:00Z,1107,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,3
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:05:00Z,1109,Per Larsen,2020,Det Konservative Folkeparti,2019-,3
Orla Hav,20201_M2_referat,20201,2,"Referat af møde 2 den 7. oktober, 2020 kl. 13.00",07-10-2020,2020-10-07T13:32:00Z,111,Orla Hav,2020,Socialdemokratiet,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:05:00Z,1110,Karen Ellemann,2020,Venstre,2019-,3
Mai Villadsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:28:00Z,1111,Mai Villadsen,2020,Enhedslisten,2019-,3
Henrik Dam Kristensen,20201_M2_referat,20201,2,"Referat af møde 2 den 7. oktober, 2020 kl. 13.00",07-10-2020,2020-10-07T13:04:00Z,1112,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,3
Henrik Dam Kristensen,20201_M1_referat,20201,1,"Referat af møde 1 den 6. oktober, 2020 kl. 12.00",06-10-2020,2020-10-06T12:02:00Z,1113,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,3
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:06:00Z,1114,Per Larsen,2020,Det Konservative Folkeparti,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:07:00Z,1115,Karen Ellemann,2020,Venstre,2019-,3
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:07:00Z,1116,Liselott Blixt,2020,Dansk Folkeparti,2019-,3
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:08:00Z,1118,Per Larsen,2020,Det Konservative Folkeparti,2019-,3
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:08:00Z,1119,Karen Ellemann,2020,Venstre,2019-,3
Nick Hækkerup,20201_M2_referat,20201,2,"Referat af møde 2 den 7. oktober, 2020 kl. 13.00",07-10-2020,2020-10-07T13:00:00Z,112,Nick Hækkerup,2020,Socialdemokratiet,2019-,3
Henrik Dahl,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:08:00Z,1120,Henrik Dahl,2020,Liberal Alliance,2019-,4
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:09:00Z,1122,Per Larsen,2020,Det Konservative Folkeparti,2019-,4
Søren Pape Poulsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:29:00Z,1124,Søren Pape Poulsen,2020,Det Konservative Folkeparti,2019-,4
Henrik Dahl,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:09:00Z,1125,Henrik Dahl,2020,Liberal Alliance,2019-,4
Per Larsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:10:00Z,1127,Per Larsen,2020,Det Konservative Folkeparti,2019-,4
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:10:00Z,1128,Karen Ellemann,2020,Venstre,2019-,4
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:10:00Z,1129,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,4
Birgitte Bergman,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:23:00Z,113,Birgitte Bergman,2020,Det Konservative Folkeparti,2019-,4
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:14:00Z,1130,Karen Ellemann,2020,Venstre,2019-,4
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:14:00Z,1131,Stinus Lindgreen,2020,Radikale Venstre,2019-,4
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:15:00Z,1133,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,4
Karen Ellemann,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:15:00Z,1134,Karen Ellemann,2020,Venstre,2019-,4
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:30:00Z,1135,Jesper Petersen,2020,Socialdemokratiet,2019-,4
Stinus Lindgreen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,2020-10-20T21:15:00Z,1136,Stinus Lindgreen,2020,Radikale Venstre,2019-,4
