Title,id,Samling,Nr,Titel,Dato,Date,doc_id,Name,Year,Parti,Period,.groups
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:26:00Z,1581,Ole Birk Olesen,2020,Liberal Alliance,2019-,15
Henrik Dam Kristensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:27:00Z,1582,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,15
Henning Hyllested,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:27:00Z,1583,Henning Hyllested,2020,Enhedslisten,2019-,15
Henrik Dam Kristensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:28:00Z,1584,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,15
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:28:00Z,1585,Ole Birk Olesen,2020,Liberal Alliance,2019-,15
Henrik Dam Kristensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:29:00Z,1586,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,15
Henning Hyllested,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:29:00Z,1587,Henning Hyllested,2020,Enhedslisten,2019-,15
Henrik Dam Kristensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:29:00Z,1588,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,15
Niels Flemming Hansen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:29:00Z,1589,Niels Flemming Hansen,2020,Det Konservative Folkeparti,2019-,15
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:31:00Z,1590,Jens Rohde,2020,Radikale Venstre,2019-,15
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:50:00Z,1591,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,15
Mette Thiesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:31:00Z,1592,Mette Thiesen,2020,x - Nye Borgerlige,2019-,15
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:33:00Z,1593,Jens Rohde,2020,Radikale Venstre,2019-,15
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:33:00Z,1594,Ole Birk Olesen,2020,Liberal Alliance,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:38:00Z,1595,Jens Rohde,2020,Radikale Venstre,2019-,16
Henning Hyllested,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:50:00Z,1596,Henning Hyllested,2020,Enhedslisten,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:51:00Z,1597,Jens Rohde,2020,Radikale Venstre,2019-,16
Henning Hyllested,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:52:00Z,1598,Henning Hyllested,2020,Enhedslisten,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:53:00Z,1599,Jens Rohde,2020,Radikale Venstre,2019-,16
Mona Juul,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T19:28:00Z,16,Mona Juul,2020,Det Konservative Folkeparti,2019-,16
Sjúrður Skaale,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:57:00Z,160,Sjúrður Skaale,2020,x - Javnaðarflokkurin,2019-,16
Kristian Pihl Lorentzen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:54:00Z,1600,Kristian Pihl Lorentzen,2020,Venstre,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:54:00Z,1601,Jens Rohde,2020,Radikale Venstre,2019-,16
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:50:00Z,1602,Jesper Petersen,2020,Socialdemokratiet,2019-,16
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:57:00Z,1603,Ole Birk Olesen,2020,Liberal Alliance,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:58:00Z,1604,Jens Rohde,2020,Radikale Venstre,2019-,16
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T11:59:00Z,1605,Ole Birk Olesen,2020,Liberal Alliance,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:00:00Z,1606,Jens Rohde,2020,Radikale Venstre,2019-,16
Thomas Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:00:00Z,1607,Thomas Jensen,2020,Socialdemokratiet,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:01:00Z,1608,Jens Rohde,2020,Radikale Venstre,2019-,16
Hans Christian Schmidt,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:05:00Z,1609,Hans Christian Schmidt,2020,NA,NA,16
Karen Ellemann,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:58:00Z,161,Karen Ellemann,2020,Venstre,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:07:00Z,1610,Jens Rohde,2020,Radikale Venstre,2019-,16
Hans Kristian Skibby,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:07:00Z,1611,Hans Kristian Skibby,2020,NA,NA,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:08:00Z,1612,Jens Rohde,2020,Radikale Venstre,2019-,16
Troels Lund Poulsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:50:00Z,1613,Troels Lund Poulsen,2020,Venstre,2019-,16
Rasmus Helveg Petersen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:08:00Z,1614,Rasmus Helveg Petersen,2020,Radikale Venstre,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:09:00Z,1615,Jens Rohde,2020,Radikale Venstre,2019-,16
Anne Valentina Berthelsen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:09:00Z,1616,Anne Valentina Berthelsen,2020,Socialistisk Folkeparti,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:09:00Z,1617,Jens Rohde,2020,Radikale Venstre,2019-,16
Henning Hyllested,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:09:00Z,1618,Henning Hyllested,2020,Enhedslisten,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:11:00Z,1619,Jens Rohde,2020,Radikale Venstre,2019-,16
Kristian Hegaard,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:58:00Z,162,Kristian Hegaard,2020,Radikale Venstre,2019-,16
Niels Flemming Hansen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:11:00Z,1620,Niels Flemming Hansen,2020,Det Konservative Folkeparti,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:11:00Z,1621,Jens Rohde,2020,Radikale Venstre,2019-,16
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:11:00Z,1622,Ole Birk Olesen,2020,Liberal Alliance,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:11:00Z,1623,Jens Rohde,2020,Radikale Venstre,2019-,16
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:51:00Z,1624,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,16
Thomas Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:13:00Z,1627,Thomas Jensen,2020,Socialdemokratiet,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:16:00Z,1628,Jens Rohde,2020,Radikale Venstre,2019-,16
Hans Christian Schmidt,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:16:00Z,1629,Hans Christian Schmidt,2020,NA,NA,16
Kasper Roug,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:59:00Z,163,Kasper Roug,2020,Socialdemokratiet,2019-,16
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:19:00Z,1630,Jens Rohde,2020,Radikale Venstre,2019-,17
Hans Kristian Skibby,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:19:00Z,1631,Hans Kristian Skibby,2020,NA,NA,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:22:00Z,1632,Jens Rohde,2020,Radikale Venstre,2019-,17
Rasmus Helveg Petersen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:23:00Z,1633,Rasmus Helveg Petersen,2020,Radikale Venstre,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:23:00Z,1634,Jens Rohde,2020,Radikale Venstre,2019-,17
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:51:00Z,1635,Jesper Petersen,2020,Socialdemokratiet,2019-,17
Anne Valentina Berthelsen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:23:00Z,1636,Anne Valentina Berthelsen,2020,Socialistisk Folkeparti,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:25:00Z,1637,Jens Rohde,2020,Radikale Venstre,2019-,17
Henning Hyllested,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:25:00Z,1638,Henning Hyllested,2020,Enhedslisten,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:28:00Z,1639,Jens Rohde,2020,Radikale Venstre,2019-,17
Sjúrður Skaale,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:59:00Z,164,Sjúrður Skaale,2020,x - Javnaðarflokkurin,2019-,17
Niels Flemming Hansen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:28:00Z,1640,Niels Flemming Hansen,2020,Det Konservative Folkeparti,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:29:00Z,1641,Jens Rohde,2020,Radikale Venstre,2019-,17
Mette Thiesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:29:00Z,1642,Mette Thiesen,2020,x - Nye Borgerlige,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:30:00Z,1643,Jens Rohde,2020,Radikale Venstre,2019-,17
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:30:00Z,1644,Ole Birk Olesen,2020,Liberal Alliance,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:30:00Z,1645,Jens Rohde,2020,Radikale Venstre,2019-,17
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:52:00Z,1646,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,17
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:36:00Z,1647,Mette Gjerskov,2020,Socialdemokratiet,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:39:00Z,1648,Jens Rohde,2020,Radikale Venstre,2019-,17
Søren Egge Rasmussen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:39:00Z,1649,Søren Egge Rasmussen,2020,NA,NA,17
Karen Ellemann,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:59:00Z,165,Karen Ellemann,2020,Venstre,2019-,17
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:40:00Z,1651,Mette Gjerskov,2020,Socialdemokratiet,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:41:00Z,1652,Jens Rohde,2020,Radikale Venstre,2019-,17
Søren Egge Rasmussen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:41:00Z,1653,Søren Egge Rasmussen,2020,NA,NA,17
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:42:00Z,1655,Mette Gjerskov,2020,Socialdemokratiet,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:42:00Z,1656,Jens Rohde,2020,Radikale Venstre,2019-,17
Troels Lund Poulsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:53:00Z,1657,Troels Lund Poulsen,2020,Venstre,2019-,17
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:42:00Z,1658,René Christensen,2020,Dansk Folkeparti,2019-,17
Kasper Roug,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:59:00Z,166,Kasper Roug,2020,Socialdemokratiet,2019-,17
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:43:00Z,1660,Mette Gjerskov,2020,Socialdemokratiet,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:44:00Z,1661,Jens Rohde,2020,Radikale Venstre,2019-,17
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:44:00Z,1662,René Christensen,2020,Dansk Folkeparti,2019-,17
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:45:00Z,1664,Mette Gjerskov,2020,Socialdemokratiet,2019-,17
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:46:00Z,1665,Jens Rohde,2020,Radikale Venstre,2019-,17
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:46:00Z,1666,Jacob Jensen,2020,Venstre,2019-,17
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:53:00Z,1668,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,17
Næstformand,20201_M2_referat,20201,2,"Referat af møde 2 den 7. oktober, 2020 kl. 13.00",07-10-2020,2020-10-07T13:04:00Z,1669,Næstformand,2020,NA,NA,17
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:47:00Z,1670,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:48:00Z,1671,Jens Rohde,2020,Radikale Venstre,2019-,18
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:48:00Z,1672,Jacob Jensen,2020,Venstre,2019-,18
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:48:00Z,1673,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
Zenia Stampe,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:49:00Z,1675,Zenia Stampe,2020,Radikale Venstre,2019-,18
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:50:00Z,1677,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:51:00Z,1678,Jens Rohde,2020,Radikale Venstre,2019-,18
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:51:00Z,1679,Jacob Jensen,2020,Venstre,2019-,18
Sjúrður Skaale,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T20:59:00Z,168,Sjúrður Skaale,2020,x - Javnaðarflokkurin,2019-,18
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:53:00Z,1680,Jesper Petersen,2020,Socialdemokratiet,2019-,18
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:55:00Z,1681,Jens Rohde,2020,Radikale Venstre,2019-,18
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:55:00Z,1682,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:56:00Z,1684,Jacob Jensen,2020,Venstre,2019-,18
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:58:00Z,1685,Jens Rohde,2020,Radikale Venstre,2019-,18
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:58:00Z,1686,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:58:00Z,1688,Jacob Jensen,2020,Venstre,2019-,18
Karen Ellemann,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T21:00:00Z,169,Karen Ellemann,2020,Venstre,2019-,18
Zenia Stampe,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T12:59:00Z,1690,Zenia Stampe,2020,Radikale Venstre,2019-,18
Lotte Rod,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:54:00Z,1691,Lotte Rod,2020,Radikale Venstre,2019-,18
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:00:00Z,1693,Jacob Jensen,2020,Venstre,2019-,18
Zenia Stampe,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:00:00Z,1695,Zenia Stampe,2020,Radikale Venstre,2019-,18
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:01:00Z,1697,Jacob Jensen,2020,Venstre,2019-,18
Jens Rohde,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:02:00Z,1698,Jens Rohde,2020,Radikale Venstre,2019-,18
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:02:00Z,1699,René Christensen,2020,Dansk Folkeparti,2019-,18
Torsten Gejl,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T19:28:00Z,17,Torsten Gejl,2020,Alternativet,2019-,18
Christoffer Aagaard Melson,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T21:01:00Z,170,Christoffer Aagaard Melson,2020,Venstre,2019-,18
Erling Bonnesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:07:00Z,1700,Erling Bonnesen,2020,Venstre,2019-,18
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:07:00Z,1701,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:54:00Z,1702,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,18
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:08:00Z,1704,René Christensen,2020,Dansk Folkeparti,2019-,18
Erling Bonnesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:09:00Z,1705,Erling Bonnesen,2020,Venstre,2019-,18
Mette Gjerskov,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:09:00Z,1706,Mette Gjerskov,2020,Socialdemokratiet,2019-,18
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:09:00Z,1708,René Christensen,2020,Dansk Folkeparti,2019-,18
Erling Bonnesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:10:00Z,1709,Erling Bonnesen,2020,Venstre,2019-,18
Sjúrður Skaale,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T21:02:00Z,171,Sjúrður Skaale,2020,x - Javnaðarflokkurin,2019-,18
Zenia Stampe,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:10:00Z,1710,Zenia Stampe,2020,Radikale Venstre,2019-,18
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:10:00Z,1711,René Christensen,2020,Dansk Folkeparti,2019-,18
Jesper Petersen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,2020-10-08T09:55:00Z,1713,Jesper Petersen,2020,Socialdemokratiet,2019-,18
René Christensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:11:00Z,1714,René Christensen,2020,Dansk Folkeparti,2019-,18
Erling Bonnesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:11:00Z,1715,Erling Bonnesen,2020,Venstre,2019-,19
Ole Birk Olesen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2020-10-22T13:11:00Z,1716,Ole Birk Olesen,2020,Liberal Alliance,2019-,19
